name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,source
29642,2008-12-09,52.2,42.5,47.5,52.2,38.2,45.8,35,63.2,0.018,100,16.67,rain,,,,7.2,7.2,4.9,1.3,30,1023,97.9,9.7,,,,,2008-12-09T07:26:31,2008-12-09T17:19:10,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,obs
29642,2008-12-10,60.8,53.5,59,60.8,53.5,59,56.8,92.2,1.234,100,62.5,rain,,,,7.9,7.9,4,0.6,171.1,1015.6,96.2,5.1,,,,,2008-12-10T07:27:16,2008-12-10T17:19:20,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,obs
29642,2008-12-11,64.6,51,59.4,64.6,51,59.4,56.4,90,1.62,100,87.5,rain,,,30,12.8,12.8,6.4,3.1,165.8,1004.9,90.3,6.8,,,,,2008-12-11T07:28:00,2008-12-11T17:19:32,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2008-12-12,54.5,34,45.6,54.5,28.7,42.1,28.2,52.9,0,0,0,,,,,15,15,8.8,4.7,320.3,1013.3,16.1,9.9,,,,,2008-12-12T07:28:43,2008-12-12T17:19:46,0.5,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2008-12-13,46.9,28.6,37.7,45.5,24.5,36.3,21.7,53.9,0,0,0,,,,,7.1,7.1,2.8,0.6,48.5,1027.3,0.2,9.9,,,,,2008-12-13T07:29:25,2008-12-13T17:20:01,0.53,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2008-12-14,43.8,31.3,38.7,40.7,29.2,35.9,26.5,61.9,0,0,0,,,,,7.3,7.3,4.5,0.6,37,1030.4,76,9.9,,,,,2008-12-14T07:30:05,2008-12-14T17:20:19,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2008-12-15,55,44,49.6,55,41.2,48.6,45.1,84.7,0.028,100,37.5,rain,,,,5.3,5.3,2.9,0.6,19.6,1027.9,100,5.4,,,,,2008-12-15T07:30:45,2008-12-15T17:20:38,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2008-12-16,61.7,52.2,56.3,61.7,52.2,56.3,53.9,91.7,0.138,100,37.5,rain,,,,8,8,3.6,0.6,114.7,1024.8,97.5,3.7,,,,,2008-12-16T07:31:23,2008-12-16T17:20:59,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,obs
29642,2008-12-17,59.9,46.5,52.6,59.9,43.3,51.7,51.1,94.6,0.317,100,45.83,rain,,,,7.4,7.4,4.6,1,63,1022.8,95.6,3.3,,,,,2008-12-17T07:31:59,2008-12-17T17:21:22,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2008-12-18,72.9,59.4,63.7,72.9,59.4,63.7,57.6,81.9,0.004,100,8.33,rain,,,,8.6,8.6,5.8,0.7,249.7,1023.8,48,7.1,,,,,2008-12-18T07:32:34,2008-12-18T17:21:47,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,obs
29642,2008-12-19,66.3,54.4,60.6,66.3,54.4,60.6,56,85.5,0.008,100,8.33,rain,,,35.6,19.2,19.2,10.5,0.6,233.1,1018.5,71.2,6,,,,,2008-12-19T07:33:08,2008-12-19T17:22:13,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,obs
29642,2008-12-20,62.4,57.4,60.7,62.4,57.4,60.7,57.9,90.4,0.309,100,58.33,rain,,,,9.7,9.7,5.9,0.7,230,1013.4,88.9,6.8,,,,,2008-12-20T07:33:40,2008-12-20T17:22:41,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs
29642,2008-12-21,61.5,32.8,50.3,61.5,22.5,47.3,29.4,51.3,0.176,100,12.5,rain,,,38.3,22.6,22.6,13.3,1.3,273.6,1011,32.5,8.9,,,,,2008-12-21T07:34:10,2008-12-21T17:23:11,0.8,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,obs
29642,2008-12-22,37.1,20,28.8,33.6,9.2,22.6,4,34.9,0,0,0,,,,32.2,12.3,12.3,6.6,0.6,331.6,1027.6,0.4,9.9,,,,,2008-12-22T07:34:39,2008-12-22T17:23:42,0.84,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2008-12-23,39.6,25.8,33.3,36.1,20.1,28.3,10.6,39.3,0,0,0,,,,,7.3,7.3,5.4,3.4,52.5,1034.8,47,9.9,,,,,2008-12-23T07:35:07,2008-12-23T17:24:15,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2008-12-24,50.9,39.4,44.8,50.9,35,43.8,30,59.1,0.107,100,29.17,rain,,,,6.3,6.3,2.8,0.6,16.4,1026.5,100,8.3,,,,,2008-12-24T07:35:32,2008-12-24T17:24:49,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,obs
29642,2008-12-25,67,50.3,55.9,67,50.3,55.9,48.2,78.3,0.071,100,20.83,rain,,,,7,7,2.6,0.6,297.5,1024.7,54.5,6,,,,,2008-12-25T07:35:56,2008-12-25T17:25:25,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,obs
29642,2008-12-26,53,46.4,49.8,53,43.8,48.1,40.8,71.9,0.059,100,37.5,rain,,,,9.6,9.6,7.5,4.5,47.7,1029.8,100,9.1,,,,,2008-12-26T07:36:19,2008-12-26T17:26:03,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2008-12-27,57,46,50.5,57,43.1,49.9,48.6,93.4,0.049,100,29.17,rain,,,,5.6,5.6,2.7,0.6,72.6,1027.4,100,3.2,,,,,2008-12-27T07:36:39,2008-12-27T17:26:41,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,obs
29642,2008-12-28,63.3,54.6,58.7,63.3,54.6,58.7,56.3,91.6,0.126,100,54.17,rain,,,,11.3,11.3,6.3,0.6,221,1021.5,98.4,5.2,,,,,2008-12-28T07:36:58,2008-12-28T17:27:22,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2008-12-29,65.1,45,55.7,65.1,43.7,55.5,36.3,52.3,0,0,0,,,,,8.9,8.9,4.9,0.7,302,1020.2,35.1,9.9,,,,,2008-12-29T07:37:15,2008-12-29T17:28:03,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs
29642,2008-12-30,67.6,34.9,51,67.6,34.9,50.8,27.6,44.4,0,0,0,,,,,12.3,12.3,6.1,0.6,236.8,1018.1,0,9.9,,,,,2008-12-30T07:37:30,2008-12-30T17:28:46,0.11,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2008-12-31,55,34.2,47.7,55,29.6,45,20.1,34.4,0,0,0,,,,33.3,15.4,15.4,10.7,4,320.2,1015,0,9.9,,,,,2008-12-31T07:37:44,2008-12-31T17:29:31,0.14,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-01,44.3,26.3,34.8,42.5,22.1,32.3,9,36.5,0,0,0,,,,,6.5,6.5,3.6,0.6,89.3,1025.5,2.2,9.9,,,,,2009-01-01T07:37:54,2009-01-01T17:30:15,0.18,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-02,46.4,32.7,39.7,42.3,31.1,37.3,31,73.3,0.063,100,16.67,"rain,snow",,,,9.6,9.6,4.7,0.6,241,1018.4,94.2,6.8,,,,,2009-01-02T07:38:04,2009-01-02T17:31:02,0.21,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,obs
29642,2009-01-03,51.1,39.4,45.5,51.1,37.6,45,43.6,93.3,0.025,100,20.83,rain,,,,4.7,4.7,2.3,0.6,237.8,1018.4,100,1.8,,,,,2009-01-03T07:38:12,2009-01-03T17:31:50,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,obs
29642,2009-01-04,59.2,48.8,53.2,59.2,47.2,53,50.7,91.4,0.382,100,37.5,rain,,,,6.4,6.4,3.5,0.6,220.4,1019.9,87.6,5.3,,,,,2009-01-04T07:38:18,2009-01-04T17:32:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2009-01-05,69.6,52.3,59.2,69.6,52.3,59.2,55,87,0.13,100,41.67,rain,,,,11.8,11.8,6.8,2,231.3,1017,76.7,5.1,,,,,2009-01-05T07:38:22,2009-01-05T17:33:28,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2009-01-06,65.3,59.1,62.5,65.3,59.1,62.5,59.5,90,1.408,100,70.83,rain,,,35.6,16.6,16.6,9,1.6,195.3,1007.6,91.8,6.4,,,,,2009-01-06T07:38:24,2009-01-06T17:34:19,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2009-01-07,65.6,42.1,53.9,65.6,35.7,51.9,43.3,69.4,0.791,100,33.33,rain,,,50.3,31.7,31.7,16.6,9.9,242.3,999.8,67.4,9.2,,,,,2009-01-07T07:38:25,2009-01-07T17:35:11,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs
29642,2009-01-08,55.2,37.7,44.6,55.2,33.2,40.9,25.3,48.8,0,0,0,,,,36.3,20.4,20.4,9.9,5.5,261.1,1008.2,22.9,9.9,,,,,2009-01-08T07:38:23,2009-01-08T17:36:04,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2009-01-09,52.4,29.7,40.7,52.4,25.6,39.1,18.6,42.7,0,0,0,,,,,8.4,8.4,3.8,0.3,262.8,1021,0.4,9.9,,,,,2009-01-09T07:38:20,2009-01-09T17:36:58,0.45,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-10,50.9,35.6,43.1,50.9,33.1,42.4,33.1,68.6,0.14,100,20.83,rain,,,,7.1,7.1,3.3,0.9,242,1020.4,62.3,9.4,,,,,2009-01-10T07:38:14,2009-01-10T17:37:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2009-01-11,50,37.2,46.6,50,33.9,44.8,40.4,79.6,0.16,100,25,rain,,,,8.8,8.8,4.5,1.1,286.2,1014.7,52.1,7.4,,,,,2009-01-11T07:38:07,2009-01-11T17:38:47,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs
29642,2009-01-12,47.3,30.9,38.3,47.1,24.3,35.3,24.5,59.1,0,0,0,,,,,8.1,8.1,4.1,0.3,21.9,1022.4,0.9,9.7,,,,,2009-01-12T07:37:58,2009-01-12T17:39:43,0.55,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-13,51.1,32.1,40,51.1,32.1,38.1,27.9,63.9,0,0,0,,,,,10.7,10.7,4.6,0.2,267.1,1017.3,7.1,9.8,,,,,2009-01-13T07:37:47,2009-01-13T17:40:40,0.58,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-14,49.8,26.4,38.1,45.6,21.1,33.6,15.4,42,0,0,0,,,,,12.2,12.2,7.5,1.6,245.2,1020.1,0,9.9,,,,,2009-01-14T07:37:34,2009-01-14T17:41:37,0.62,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-15,47.3,23.8,37.3,44.5,15,31,10.7,34.8,0,0,0,,,,31.1,14,14,8.8,4.8,301.3,1024.5,0.9,9.9,,,,,2009-01-15T07:37:19,2009-01-15T17:42:34,0.65,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-16,30.2,15,23.2,30.2,5.9,19.5,-3,32.6,0,0,0,,,,,9.1,9.1,3.6,0.7,35.1,1034.5,7.3,9.9,,,,,2009-01-16T07:37:02,2009-01-16T17:43:33,0.68,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-17,36.8,16.3,27.4,31.9,9.9,23,2.9,35.7,0,0,0,,,,,10,10,4.9,1.4,216,1030,31.1,9.9,,,,,2009-01-17T07:36:44,2009-01-17T17:44:31,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs
29642,2009-01-18,48.5,34.1,38.2,44,28.6,34.2,27.9,67.1,0.005,100,4.17,"rain,snow",,,,10.8,10.8,5.7,2.3,235.2,1013.8,62.5,8.9,,,,,2009-01-18T07:36:23,2009-01-18T17:45:30,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,obs
29642,2009-01-19,45.2,31.8,39,42.9,28.7,35.9,28.4,66.2,0.001,100,4.17,rain,,,,10.3,10.3,5.2,1.4,241.6,1003.8,73.8,9.9,,,,,2009-01-19T07:36:01,2009-01-19T17:46:30,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs
29642,2009-01-20,36.5,24.9,30.9,30,16.4,22.5,11.6,45.2,0,0,0,,,,,15,15,9.9,6.5,349.7,1007.7,54.4,9.8,,,,,2009-01-20T07:35:37,2009-01-20T17:47:30,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs
29642,2009-01-21,40.2,19.2,29,35,13,25.7,7.4,42.2,0,0,0,,,,,7.7,7.7,4.4,1.4,246.9,1019.2,0,9.9,,,,,2009-01-21T07:35:11,2009-01-21T17:48:30,0.85,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-22,53.7,25.9,38.5,53.7,20.9,35.5,17.2,44,0,0,0,,,,,10.3,10.3,5.9,1.7,230.8,1020.3,0,9.9,,,,,2009-01-22T07:34:44,2009-01-22T17:49:30,0.88,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-23,63.4,37.2,49.7,63.4,32.5,47.3,34.4,56.2,0,0,0,,,,30,15.1,15.1,8.9,4.2,236.9,1018.7,12.2,9.8,,,,,2009-01-23T07:34:14,2009-01-23T17:50:31,0.91,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-24,62.7,49.5,55,62.7,46.2,54.8,40,58.2,0.004,100,8.33,rain,,,,9.5,9.5,5,1.2,347.9,1017.9,85,9.9,,,,,2009-01-24T07:33:43,2009-01-24T17:51:31,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,obs
29642,2009-01-25,48,40,43.6,45.4,33.5,40.6,23.5,45,0,0,0,,,,,11.1,11.1,6.1,0.5,65.6,1023.1,93.9,9.9,,,,,2009-01-25T07:33:10,2009-01-25T17:52:32,0.98,Overcast,Cloudy skies throughout the day.,cloudy,obs
29642,2009-01-26,48.2,41.1,44,48.2,37.9,43.7,33.3,66,0,0,0,,,,,5.8,5.8,2.7,0.5,115.9,1026.1,97,9.3,,,,,2009-01-26T07:32:35,2009-01-26T17:53:33,0,Overcast,Cloudy skies throughout the day.,cloudy,obs
29642,2009-01-27,46.8,42.6,44.4,46.8,39.7,43.5,42.2,91.9,0,0,0,,,,,5.4,5.4,3,0.6,166.9,1025.5,100,2.1,,,,,2009-01-27T07:31:59,2009-01-27T17:54:34,0.05,Overcast,Cloudy skies throughout the day.,cloudy,obs
29642,2009-01-28,58.3,41.9,47.7,58.3,41.6,46.6,45.2,91.2,0.195,100,54.17,rain,,,38.1,19.3,19.3,6.7,0.5,240.5,1014.7,76.4,4.7,,,,,2009-01-28T07:31:21,2009-01-28T17:55:35,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs
29642,2009-01-29,54.4,30.7,42.3,54.4,30.7,41.9,31,67.8,0,0,0,,,,,6.2,6.2,2.4,0.2,275.1,1015.1,4.3,8.6,,,,,2009-01-29T07:30:41,2009-01-29T17:56:36,0.12,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-30,47.6,32,38.8,42.7,28.3,33.9,17.2,45,0,0,0,,,,30,15,15,7.8,3.1,304.1,1017.5,0.6,9.9,,,,,2009-01-30T07:30:00,2009-01-30T17:57:37,0.15,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-01-31,50.3,28,38.7,50.3,23.8,34.9,18.3,45.1,0,0,0,,,,,9.2,9.2,5.7,2.9,235.2,1021.4,0,9.9,,,,,2009-01-31T07:29:17,2009-01-31T17:58:38,0.19,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-01,59.6,32.5,45.4,59.6,27.3,43.1,25.3,47.5,0,0,0,,,,,14.8,14.8,7.6,2.5,222.9,1020.9,0,9.9,,,,,2009-02-01T07:28:33,2009-02-01T17:59:39,0.22,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-02,59.1,34.4,44.8,59.1,32.8,43.5,34.8,69.1,0.126,100,16.67,rain,,,,13.6,13.6,5.9,0.4,270.2,1014.7,44.2,9.5,,,,,2009-02-02T07:27:47,2009-02-02T18:00:40,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,obs
29642,2009-02-03,46.3,29.2,37.4,39.5,19.5,31.7,17.4,45.3,0,0,0,,,,36.3,19.6,19.6,9.7,2.4,274.6,1013.5,30.9,9.9,,,,,2009-02-03T07:26:59,2009-02-03T18:01:41,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs
29642,2009-02-04,33.9,16.8,24.3,26.3,3.8,13.4,2.1,38.5,0,0,0,,,,34.4,16.3,16.3,11.7,6.4,324.4,1023.3,5.6,9.9,,,,,2009-02-04T07:26:10,2009-02-04T18:02:41,0.33,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-05,40.9,17.6,28.3,36.9,8.3,22.1,3.7,37.9,0,0,0,,,,,7.8,7.8,5.9,2,280.1,1031.7,0.2,9.9,,,,,2009-02-05T07:25:20,2009-02-05T18:03:42,0.36,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-06,60.1,27.9,42.4,60.1,22.6,40.1,17.1,36.9,0,0,0,,,,,9,9,5,0.8,223,1029.5,0,9.9,,,,,2009-02-06T07:24:28,2009-02-06T18:04:42,0.4,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-07,69.3,38.3,53.4,69.3,33.9,52.1,29.3,43.6,0,0,0,,,,31.1,16.3,16.3,8.8,2.6,239,1029.2,0,9.8,,,,,2009-02-07T07:23:35,2009-02-07T18:05:42,0.43,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-08,72.8,48.4,58.9,72.8,45.1,58.1,40.8,52.1,0,0,0,,,,,11.8,11.8,7.7,2.5,240.8,1026.2,12,9.9,,,,,2009-02-08T07:22:40,2009-02-08T18:06:41,0.47,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-09,70.3,47.3,58.9,70.3,47.2,58.8,44.6,61.7,0,0,0,,,,,10,10,4.3,0.3,127.3,1026.4,8.6,9.5,,,,,2009-02-09T07:21:44,2009-02-09T18:07:41,0.5,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-10,68.5,48.4,58.6,68.5,48.4,58.6,45.6,64.3,0,0,0,,,,,14.2,14.2,5.9,1.2,203.8,1024,24.2,8.8,,,,,2009-02-10T07:20:47,2009-02-10T18:08:40,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2009-02-11,68.8,52.4,59.3,68.8,52.4,59.3,48.6,68.3,0.305,100,8.33,rain,,,53.7,25,25,10.4,1.4,214.1,1016.5,78.9,9.7,,,,,2009-02-11T07:19:48,2009-02-11T18:09:39,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs
29642,2009-02-12,68.3,48.1,56.7,68.3,43.6,56,28.6,38.5,0,0,0,,,,30,11.5,11.5,7.5,2.9,283,1017.3,0,9.9,,,,,2009-02-12T07:18:48,2009-02-12T18:10:37,0.6,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-13,68.9,40.1,54.9,68.9,40.1,54.5,24.2,33.6,0,0,0,,,,,7,7,3.5,0.2,245.7,1019.3,4.1,9.9,,,,,2009-02-13T07:17:47,2009-02-13T18:11:35,0.63,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-14,56.5,47.9,53.1,56.5,47.9,53.1,39.9,63.2,0.013,100,12.5,rain,,,,9.2,9.2,5.4,1.1,220,1013.6,61.3,8.5,,,,,2009-02-14T07:16:45,2009-02-14T18:12:33,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,obs
29642,2009-02-15,56,43.1,48.5,56,39,46.6,34.2,59.2,0.018,100,8.33,rain,,,,10.5,10.5,5.9,1.4,77.6,1017.3,21.7,9.6,,,,,2009-02-15T07:15:42,2009-02-15T18:13:31,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs
29642,2009-02-16,52.8,36.6,43.5,52.8,30.9,39.6,24.6,51.3,0.049,100,4.17,rain,,,,10.6,10.6,7.2,2.3,22.9,1021.8,11.9,9.8,,,,,2009-02-16T07:14:37,2009-02-16T18:14:28,0.75,Rain,Clear conditions throughout the day with early morning rain.,rain,obs
29642,2009-02-17,50,28.5,39.7,46.8,25.9,36.4,18.6,43.6,0.002,100,4.17,rain,,,,8.1,8.1,5,1.5,165.6,1024.5,18.2,9.9,,,,,2009-02-17T07:13:32,2009-02-17T18:15:25,0.76,Rain,Clear conditions throughout the day with late afternoon rain.,rain,obs
29642,2009-02-18,51.1,40.4,45,51.1,37.2,43.3,40.7,86,0.904,100,66.67,rain,,,,6.9,6.9,4.3,0.7,239.7,1010.6,94.3,4,,,,,2009-02-18T07:12:25,2009-02-18T18:16:21,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2009-02-19,53.6,34.7,46.9,53.6,28.2,43.6,26.3,50.6,0.008,100,8.33,rain,,,35.6,18.2,18.2,11,2.3,271.4,1007.9,11.6,9.1,,,,,2009-02-19T07:11:17,2009-02-19T18:17:18,0.83,Rain,Clear conditions throughout the day with early morning rain.,rain,obs
29642,2009-02-20,46.1,26,35.5,42.6,20.2,31,7.7,33.1,0,0,0,,,,,8.6,8.6,5.5,2.1,273.6,1019.6,0.2,9.9,,,,,2009-02-20T07:10:09,2009-02-20T18:18:14,0.86,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-21,53.5,28.3,40.6,53.5,24.8,38.7,14,35.4,0,0,0,,,,,9.4,9.4,4.6,0.2,140.7,1023,6.3,9.9,,,,,2009-02-21T07:08:59,2009-02-21T18:19:09,0.89,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-22,47.4,31.4,42.1,42,23.6,36.2,16.3,37.1,0,0,0,,,,33.3,18.9,18.9,11.1,5.4,290.4,1021.3,29.2,9.9,,,,,2009-02-22T07:07:48,2009-02-22T18:20:04,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs
29642,2009-02-23,48.1,25.6,36,47,21.1,32.4,12.4,40.1,0,0,0,,,,,10.1,10.1,4.7,0.9,13,1028.5,0.2,9.9,,,,,2009-02-23T07:06:37,2009-02-23T18:20:59,0.96,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-24,48,25.6,37.3,47.6,20.4,34.5,14.2,39.9,0,0,0,,,,,6,6,3.9,0.9,115,1028.8,5.5,9.9,,,,,2009-02-24T07:05:25,2009-02-24T18:21:54,0,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-02-25,56.8,38.7,46.8,56.8,38.7,46.6,22.7,39.3,0,0,0,,,,,7.6,7.6,2.6,0.2,180.1,1028.6,85,9.8,,,,,2009-02-25T07:04:11,2009-02-25T18:22:48,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2009-02-26,61.9,47.1,54.2,61.9,47.1,54.2,43.2,66.7,0.004,100,8.33,rain,,,,10.2,10.2,3.6,0.2,192.9,1025.7,99.3,9.4,,,,,2009-02-26T07:02:57,2009-02-26T18:23:41,0.06,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,obs
29642,2009-02-27,57.2,52,54.3,57.2,52,54.3,49.4,84.1,0.457,100,37.5,rain,,,,10.5,10.5,5.9,0.5,193.9,1019,92.3,7.3,,,,,2009-02-27T07:01:43,2009-02-27T18:24:35,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,obs
29642,2009-02-28,54.8,42.6,51.5,54.8,35.7,50.3,49.6,93.5,0.801,100,83.33,rain,,,31.1,16.1,16.1,8.8,0.6,55.5,1012.6,100,4.7,,,,,2009-02-28T07:00:27,2009-02-28T18:25:28,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2009-03-01,41.2,32.6,36.9,33.7,24.5,28.9,34.1,89.8,2.486,100,91.67,"rain,snow",,,37.1,19.3,19.3,13,0.3,34.8,1007.9,99.9,5.2,,,,,2009-03-01T06:59:11,2009-03-01T18:26:21,0.17,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,obs
29642,2009-03-02,39.3,27.6,32.8,35.4,18.8,25.4,19.3,58.2,0.128,100,33.33,"rain,snow",,,33.3,15,15,9,3.3,357,1017.3,16,9.5,,,,,2009-03-02T06:57:54,2009-03-02T18:27:13,0.2,"Snow, Rain",Clear conditions throughout the day with a chance of rain or snow throughout the day.,rain,obs
29642,2009-03-03,38.8,21.3,30.3,36.4,15.7,27,12,47,0,0,0,,,,,8.5,8.5,4.2,0.2,38.4,1027.2,0.3,9.9,,,,,2009-03-03T06:56:37,2009-03-03T18:28:05,0.24,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-03-04,48.9,28.8,38.1,45.7,27.4,35.9,18.3,46.9,0,0,0,,,,,9.6,9.6,4.8,0.2,212.2,1029.7,7.7,9.9,,,,,2009-03-04T06:55:19,2009-03-04T18:28:57,0.25,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-03-05,60,30.2,45.5,60,30.2,45.1,24.2,46.1,0,0,0,,,,,10,10,4.7,0.8,213.9,1029.4,0,9.9,,,,,2009-03-05T06:54:00,2009-03-05T18:29:49,0.31,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-03-06,65.1,43.8,55,65.1,39.8,53.7,42,62,0,0,0,,,,,14.8,14.8,8.9,4.2,228.9,1025.9,24.6,9.9,,,,,2009-03-06T06:52:41,2009-03-06T18:30:40,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs
29642,2009-03-07,76,50.4,62.5,76,50.4,62.5,50.3,66.5,0,0,0,,,,78.3,13.5,13.5,7.9,2.9,223.9,1023.4,0,9.1,,,,,2009-03-07T06:51:21,2009-03-07T18:31:31,0.38,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-03-08,76,51.8,64,76,51.8,64,49.2,61.6,0,0,0,,,,34.7,19.3,19.3,11,3.8,229.3,1019.6,1.4,9.2,,,,,2009-03-08T07:50:01,2009-03-08T19:32:21,0.41,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2009-03-09,84.4,59.2,70.9,81.6,59.2,70.4,48.6,49.7,0,0,0,,,,,9.8,9.8,7.7,4.2,245.7,1018.6,1.5,9.9,,,,,2009-03-09T07:48:40,2009-03-09T19:33:12,0.45,Clear,Clear conditions throughout the day.,clear-day,obs
